Слово,Транскрипция
афористически,ɐfərʲɪsʲtʲit͡ɕɪskʲɪ
афористический,ɐfərʲɪsʲtʲit͡ɕɪskʲɪɪ̯
афористично,ɐfərʲɪsʲtʲit͡ɕnə
афористичность,ɐfərʲɪsʲtʲit͡ɕnəsʲtʲ
афористичный,ɐfərʲɪsʲtʲit͡ɕnɨɪ̯
афотический,ɐfɐtʲit͡ɕɪskʲɪɪ̯
афразийский,ɐfrɐzʲiɪ̯skʲɪɪ̯
афразия,ɐfrazʲɪɪ̯ə
африкаанс,ɐfrʲɪkaəns
африкандер,ɐfrʲɪkandɛr
африкандеризм,ɐfrʲɪkəndɛrʲizm
африканер,ɐfrʲɪkanʲɪr
африканерский,ɐfrʲɪkanʲɪrskʲɪɪ̯
африканеры,ɐfrʲɪkanʲɪr
африканец,ɐfrʲɪkanʲɪt͡s
африканист,ɐfrʲɪkɐnʲist
африканистика,ɐfrʲɪkɐnʲisʲtʲɪkə
африканистка,ɐfrʲɪkɐnʲistkə
африканка,ɐfrʲɪkankə
африканский,ɐfrʲɪkanskʲɪɪ̯
африкантроп,ɐfrʲɪkantrəp
африканцы,ɐfrʲɪkanʲɪt͡s
афро-азиатский,ˌafrə ɐzʲɪat͡skʲɪɪ̯
афро-американец,ˌafrə ɐmʲɪrʲɪkanʲɪt͡s
афро-американский,ˌafrə ɐmʲɪrʲɪkanskʲɪɪ̯
афроамериканец,ˌafrɐɐmʲɪrʲɪkanʲɪt͡s
афроамериканцы,ˌafrɐɐmʲɪrʲɪkanʲɪt͡s
афродизиак,ɐfrədʲɪzʲɪak
афрокосичка,ˌafrəkɐsʲit͡ɕkə
афронт,ɐfront
афропричёска,ˌafrəprʲɪt͡ɕɵskə
афта,aftə
афтозный,ɐftoznɨɪ̯
афты,aftə
аффект,ɐfʲekt
аффектация,ɐfʲɪktat͡sɨɪ̯ə
аффективный,ɐfʲɪktʲivnɨɪ̯
аффектированно,ɐfʲɪktʲirəvənːə
аффектированный,ɐfʲɪktʲirəvənːɨɪ̯
аффектировать,ɐfʲɪktʲirəvətʲ
афферентный,ɐfʲɪrʲentnɨɪ̯
аффидавит,ɐfʲɪdɐvʲit
аффикс,afʲɪks
аффиксальный,ɐfʲɪksalʲnɨɪ̯
аффиксация,ɐfʲɪksat͡sɨɪ̯ə
аффилиативный,ɐfʲɪlʲɪɐtʲivnɨɪ̯
аффилиационный,ɐfʲɪlʲɪət͡sɨonːɨɪ̯
аффилиация,ɐfʲɪlʲɪat͡sɨɪ̯ə
аффилированный,ɐfʲɪlʲirəvənːɨɪ̯
аффилировать,ɐfʲɪlʲirəvətʲ
аффинаж,ɐfʲɪnaʂ
аффинажный,ɐfʲɪnaʐnɨɪ̯
аффинация,ɐfʲɪnat͡sɨɪ̯ə
аффинерный,ɐfʲɪnʲernɨɪ̯
аффинирование,ɐfʲɪnʲirəvənʲɪɪ̯ə
аффинированный,ɐfʲɪnʲirəvənːɨɪ̯
аффинировать,ɐfʲɪnʲirəvətʲ
аффинироваться,ɐfʲɪnʲirəvət͡sə
аффинитет,ɐfʲɪnʲɪtʲet
аффинность,ɐfʲinːəsʲtʲ
аффинный,ɐfʲinːɨɪ̯
аффинограф,ɐfʲɪnoɡrəf
аффирмативный,ɐfʲɪrmɐtʲivnɨɪ̯
аффирмация,ɐfʲɪrmat͡sɨɪ̯ə
аффриката,ɐfrʲɪkatə
аффрикативный,ɐfrʲɪkɐtʲivnɨɪ̯
аффрикатный,ɐfrʲɪkatnɨɪ̯
ахалкалакец,ɐxəɫkɐɫakʲɪt͡s
ахалтекинец,ɐxəɫtɛkʲinʲɪt͡s
ахалтекинский,ɐxəɫtɛkʲinskʲɪɪ̯
ахалцихец,ɐxɐɫt͡sɨxʲɪt͡s
ахангаранец,ɐxənɡɐranʲɪt͡s
ахание,axənʲɪɪ̯ə
аханье,axənʲɪ̯ə
ахать,axətʲ
ахашени,ɐxɐʂɛnʲɪ
ахвахец,ɐxvaxʲɪt͡s
ахвахский,ɐxvaxskʲɪɪ̯
ахвахцы,ɐxvaxʲɪt͡s
ахеец,ɐxʲeɪ̯ɪt͡s
ахейский,ɐxʲeɪ̯skʲɪɪ̯
ахейцы,ɐxʲeɪ̯ɪt͡s
ахенец,axʲɪnʲɪt͡s
ахенский,axʲɪnskʲɪɪ̯
ахенцы,axʲɪnʲɪt͡s
ахи,axʲɪ
ахилия,ɐxʲɪlʲiɪ̯ə
ахилл,ɐxʲiɫ
ахиллесов,ɐxʲɪlʲesəf
ахиллесова,ɐxʲɪlʲesəf
ахиллов,ɐxʲiɫəf
ахимса,ɐxʲimsə
ахинея,ɐxʲɪnʲeɪ̯ə
ахмадабадец,ɐxmədɐbadʲɪt͡s
ахматовед,ɐxmətɐvʲet
ахматовский,ɐxmatəfskʲɪɪ̯
ахметец,ɐxmʲetʲɪt͡s
ахнуть,axnʊtʲ
ахово,axəvə
аховый,axəvɨɪ̯
ахолия,ɐxɐlʲiɪ̯ə
ахондрит,ɐxɐndrʲit
ахондроплазия,ɐxəndrɐpɫazʲɪɪ̯ə
ахоньки,axənʲkʲɪ
ахромат,ɐxrɐmat
ахроматизировать,ɐxrəmətʲɪzʲirəvətʲ
ахроматизм,ɐxrəmɐtʲizm
ахроматин,ɐxrəmɐtʲin
ахроматический,ɐxrəmɐtʲit͡ɕɪskʲɪɪ̯
ахроматопсия,ɐxrəmətɐpsʲiɪ̯ə
ахромия,ɐxrɐmʲiɪ̯ə
ахсуинец,ɐxsuɪnʲɪt͡s
ахтерлюк,ɐxtɛrlʲuk
ахтерпик,ɐxtɛrpʲik
ахтерштаг,ɐxtɛrʂtak
ахтерштевень,ɐxtɛrʂtɛvʲɪnʲ
ахти,ɐxtʲi
ахтубинец,ɐxtubʲɪnʲɪt͡s
ахтубинский,axtʊbʲɪnskʲɪɪ̯
ахтунг,axtʊnk
ахтынец,ɐxtɨnʲɪt͡s
ахтырский,ɐxtɨrskʲɪɪ̯
ахтырчанин,ɐxtɨrt͡ɕænʲɪn
ахунбабаевец,ɐxʊnbɐbaɪ̯ɪvʲɪt͡s
ахурянец,ɐxʊrʲænʲɪt͡s
ацеллюлярный,ɐt͡sɨlʲʉlʲarnɨɪ̯
ацентрический,ɐt͡sɨntrʲit͡ɕɪskʲɪɪ̯
ацетали,ɐt͡sɨtalʲ
ацетальдегид,ɐt͡sɨtəlʲdɛɡʲit
ацетамид,ɐt͡sɨtɐmʲit
ацетат,ɐt͡sɨtat
ацетатный,ɐt͡sɨtatnɨɪ̯
ацетил,ɐt͡sɨtʲiɫ
ацетилен,ɐt͡sɨtʲɪlʲen
ацетиленовый,ɐt͡sɨtʲɪlʲenəvɨɪ̯
ацетиленокислородный,ɐt͡sɨtʲɪˌlʲenəkʲɪsɫɐrodnɨɪ̯
ацетилирование,ɐt͡sɨtʲɪlʲirəvənʲɪɪ̯ə
ацетилированный,ɐt͡sɨtʲɪlʲirəvənːɨɪ̯
ацетилсалициловый,ɐt͡sɨˌtʲiɫsəlʲɪt͡sɨɫəvɨɪ̯
ацетилсерный,ɐt͡sɨˌtʲiɫsʲernɨɪ̯
ацетилхлорид,ɐt͡sɨˌtʲiɫxɫɐrʲit
ацетилхолин,ɐt͡sɨˌtʲiɫxɐlʲin
ацетилхолинэстераза,ɐt͡sɨˌtʲiɫxəlʲɪnɛsʲtʲɪrazə
ацетилцеллюлоза,ɐt͡sɨˌtʲiɫt͡sɨlʲʊɫozə
ацетильный,ɐt͡sɨtʲilʲnɨɪ̯
ацетолиз,ɐt͡sɨtolʲɪs
ацетометр,ɐt͡sɨtomʲɪtr
ацетон,ɐt͡sɨton
ацетонемия,ɐt͡sɨtənʲɪmʲiɪ̯ə
ацетонитрил,ɐt͡sɨtənʲɪtrʲiɫ
ацетоновый,ɐt͡sɨtonəvɨɪ̯
ацетонурия,ɐt͡sɨtənʊrʲiɪ̯ə
ацетоуксусный,ɐt͡sɨtɐuksʊsnɨɪ̯
ацефалия,ɐt͡sɨfɐlʲiɪ̯ə
ацефалобрахия,ɐt͡sɨfəɫəbrɐxʲiɪ̯ə
ацефалогастрия,ɐt͡sɨfəɫəɡɐstrʲiɪ̯ə
ацидиметрия,ɐt͡sɨdʲɪmʲetrʲɪɪ̯ə
ацидоз,ɐt͡sɨdos
ацидофилин,ɐt͡sɨdəfʲɪlʲin
ацидофилия,ɐt͡sɨdəfʲɪlʲiɪ̯ə
ацидофильный,ɐt͡sɨdɐfʲilʲnɨɪ̯
ацидофобный,ɐt͡sɨdɐfobnɨɪ̯
ацидурия,ɐt͡sɨdʊrʲiɪ̯ə
ациклический,ɐt͡sɨklʲit͡ɕɪskʲɪɪ̯
ацикличность,ɐt͡sɨklʲit͡ɕnəsʲtʲ
ацилирование,ɐt͡sɨlʲirəvənʲɪɪ̯ə
ацилированный,ɐt͡sɨlʲirəvənːɨɪ̯
ацильный,ɐt͡sɨlʲnɨɪ̯
ацинус,at͡sɨnʊs
ацтек,ɐt͡stɛk
ацтеки,ɐt͡stɛk
ацтекский,ɐt͡stɛkskʲɪɪ̯
ачинец,at͡ɕɪnʲɪt͡s
ачинский,at͡ɕɪnskʲɪɪ̯
ачинцы,at͡ɕɪnʲɪt͡s
ачитец,ɐt͡ɕitʲɪt͡s
ачхоймартановец,ɐt͡ɕˌxoɪ̯mɐrtanəvʲɪt͡s
аш,aʂ
ашар,ɐʂar
ашарит,ɐʂɐrʲit
ашельский,ɐʂɛlʲskʲɪɪ̯
ашинец,ɐʂɨnʲɪt͡s
ашихара-карате,ɐʂɨxarə kərɐtɛ
ашкенази,ɐʂkʲɪnazʲɪ
ашкеназский,ɐʂkʲɪnasːkʲɪɪ̯
ашкеназы,ɐʂkʲɪnas
ашрам,ɐʂram
ашрама,ɐʂramə
аштаракец,ɐʂtɐrakʲɪt͡s
аштец,aʂtʲɪt͡s
ашуг,ɐʂuk
ашхабадец,ɐʂxɐbadʲɪt͡s
ашхабадский,ɐʂxɐbat͡skʲɪɪ̯
ашхабадцы,ɐʂxɐbadʲɪt͡s
аюга,ɐjuɡə
аюрведический,ɐɪ̯ʊrvʲɪdʲit͡ɕɪskʲɪɪ̯
аюшки,aɪ̯ʊʂkʲɪ
аягузец,ɐɪ̯ɪɡuzʲɪt͡s
аянец,ɐjænʲɪt͡s
аянка,ɐjankə
аят,ɐjat
аятолла,ɐɪ̯ɪtɐɫa
аятоллизм,ɐɪ̯ɪtɐlʲizm
аяччинец,ɐjæt͡ɕɪnʲɪt͡s
Быков,bɨkəf
Быстров,bɨstrof
Бытие,bɨtʲɪje
Быхов,bɨxəf
Бычков,bɨt͡ɕkof
бдение,bdʲenʲɪɪ̯ə
бдеть,bdʲetʲ
бдительно,bdʲitʲɪlʲnə
бдительность,bdʲitʲɪlʲnəsʲtʲ
бдительный,bdʲitʲɪlʲnɨɪ̯
бздеть,bzʲdʲetʲ
бзик,bzʲik
бхагалпурец,pxəɡɐɫpurʲɪt͡s
бхакти,pxaktʲɪ
бхилаец,pxʲɪɫaɪ̯ɪt͡s
бхопалец,pxɐpalʲɪt͡s
бхубанешварец,pxʊbənʲɪʂvarʲɪt͡s
бы,bɨ
бывалец,bɨvalʲɪt͡s
бывало,bɨvaɫə
бывалость,bɨvaɫəsʲtʲ
бывалый,bɨvaɫɨɪ̯
бывать,bɨvatʲ
бывший,bɨfʂɨɪ̯
быдгощец,bɨdɡəɕːɪt͡s
быдлить,bɨdlʲitʲ
быдло,bɨdɫə
бык,bɨk
быковатый,bɨkɐvatɨɪ̯
быковчанин,bɨkɐft͡ɕænʲɪn
быкъ,bɨk
была,bɨɫa
былевой,bɨlʲɪvoɪ̯
былина,bɨlʲinə
былинка,bɨlʲinkə
былинно-эпический,bɨˌlʲinːə ɛpʲit͡ɕɪskʲɪɪ̯
былинный,bɨlʲinːɨɪ̯
былиночка,bɨlʲinət͡ɕkə
былинушка,bɨlʲinʊʂkə
былинщик,bɨlʲinʲɕːɪk
быличка,bɨlʲit͡ɕkə
былка,bɨɫkə
было,bɨɫə
былое,bɨɫoɪ̯ə
былой,bɨɫoɪ̯
быль,bɨlʲ
быльник,bɨlʲnʲɪk
быльё,bɨlʲjɵ
бырладец,bɨrɫadʲɪt͡s
быстрее,bɨstrʲeɪ̯ə
быстрейший,bɨstrʲeɪ̯ʂɨɪ̯
быстренький,bɨstrʲɪnʲkʲɪɪ̯
быстренько,bɨstrʲɪnʲkə
быстрехонько,bɨstrʲɵxənʲkə
быстрина,bɨstrʲɪna
быстринец,bɨstrʲinʲɪt͡s
быстро,bɨstrə
быстровец,bɨstrovʲɪt͡s
быстровозводимый,ˌbɨstrəvəzvɐdʲimɨɪ̯
быстровчанин,bɨstrɐft͡ɕænʲɪn
быстровчанка,bɨstrɐft͡ɕankə
быстроглазый,bɨstrɐɡɫazɨɪ̯
быстрогорящий,ˌbɨstrəɡɐrʲæɕːɪɪ̯
быстрогустеющий,ˌbɨstrəɡʊsʲtʲejʉɕːɪɪ̯
быстродвижущийся,bɨstrɐdvʲiʐʊɕːɪɪ̯sʲə
быстродействие,bɨstrɐdʲeɪ̯stvʲɪɪ̯ə
быстродействующий,bɨstrɐdʲeɪ̯stvʊjʉɕːɪɪ̯
быстрозажимный,ˌbɨstrəzɐʐɨmnɨɪ̯
быстрозамороженный,bɨstrəzəmɐroʐɨnːɨɪ̯
быстроизнашиваемый,ˌbɨstrəɪznaʂɨvəɪ̯ɪmɨɪ̯
быстроизнашивающийся,ˌbɨstrəɪznaʂɨvəjʉɕːɪɪ̯sʲə
быстроиспаряющийся,ˌbɨstrəɪspɐrʲæɪ̯ʊɕːɪɪ̯sʲə
быстроистокец,bɨstrəɪstokʲɪt͡s
быстрокрылый,bɨstrɐkrɨɫɨɪ̯
быстролетящий,bɨstrəlʲɪtʲæɕːɪɪ̯
быстролётность,bɨstrɐlʲɵtnəsʲtʲ
быстролётный,bɨstrɐlʲɵtnɨɪ̯
быстронатяжной,ˌbɨstrənətʲɪʐnoɪ̯
быстроногий,bɨstrɐnoɡʲɪɪ̯
быстропадающий,bɨstrɐpadəjʉɕːɪɪ̯
быстропортящийся,bɨstrɐportʲɪɕːɪɪ̯sʲə
быстроразборный,ˌbɨstrərɐzbornɨɪ̯
быстроразвивающийся,ˌbɨstrərəzvʲɪvajʉɕːɪɪ̯sʲə
быстроразгрузочный,ˌbɨstrərɐzɡruzət͡ɕnɨɪ̯
быстроразъемный,ˌbɨstrərɐzjɵmnɨɪ̯
быстроразъёмный,ˌbɨstrərɐzjɵmnɨɪ̯
быстрорастворимый,ˌbɨstrərəstvɐrʲimɨɪ̯
быстрорастущий,ˌbɨstrərɐstuɕːɪɪ̯
быстрореализуемый,ˌbɨstrərʲɪəlʲɪzuɪ̯ɪmɨɪ̯
быстрорежущий,bɨstrɐrʲeʐʊɕːɪɪ̯
быстросменный,bɨstrɐsmʲenːɨɪ̯
быстросохнущий,ˌbɨstrɐsoxnʊɕːɪɪ̯
быстросъемный,bɨstrɐsjɵmnɨɪ̯
быстросъёмный,bɨstrɐsjɵmnɨɪ̯
быстрота,bɨstrɐta
быстротвердеющий,ˌbɨstrətvʲɪrdʲejʉɕːɪɪ̯
быстротекущий,ˌbɨstrətʲɪkuɕːɪɪ̯
быстротечность,bɨstrɐtʲet͡ɕnəsʲtʲ
быстротечный,bɨstrɐtʲet͡ɕnɨɪ̯
быстроток,bɨstrɐtok
быстроударный,ˌbɨstrəʊdarnɨɪ̯
быстроходность,bɨstrɐxodnəsʲtʲ
быстроходный,bɨstrɐxodnɨɪ̯
быстрый,bɨstrɨɪ̯
быстряк,bɨstrʲak
быстрянин,bɨstrʲænʲɪn
быстрянка,bɨstrʲankə
быт,bɨt
бытие,bɨtʲɪje
бытийный,bɨtʲiɪ̯nɨɪ̯
бытийственный,bɨtʲiɪ̯stvʲɪnːɨɪ̯
быткомбинат,ˌbɨtkəm⁽ʲ⁾bʲɪnat
бытность,bɨtnəsʲtʲ
бытование,bɨtɐvanʲɪɪ̯ə
бытовать,bɨtɐvatʲ
бытовизм,bɨtɐvʲizm
бытовик,bɨtɐvʲik
бытовка,bɨtofkə
бытовой,bɨtɐvoɪ̯
бытовуха,bɨtɐvuxə
бытовщина,bɨtɐfɕːinə
бытомец,bɨtəmʲɪt͡s
бытописание,bɨtəpʲɪsanʲɪɪ̯ə
бытописатель,bɨtəpʲɪsatʲɪlʲ
бытописательный,bɨtəpʲɪsatʲɪlʲnɨɪ̯
бытописательство,bɨtəpʲɪsatʲɪlʲstvə
быть,bɨtʲ
бытьё,bɨtʲjɵ
быховец,bɨxəvʲɪt͡s
бычатина,bɨt͡ɕætʲɪnə
бычачий,bɨt͡ɕæt͡ɕɪɪ̯
бычий,bɨt͡ɕɪɪ̯
бычина,bɨt͡ɕinə
бычиться,bɨt͡ɕit͡sːə
бычище,bɨt͡ɕiɕːɪ
бычковый,bɨt͡ɕkovɨɪ̯
бычок,bɨt͡ɕɵk
бычок-антилопа,bɨt͡ɕɵk ɐnʲtʲɪɫopə
бычок-бизон,bɨt͡ɕɵɡ bʲɪzon
бычок-губан,bɨt͡ɕɵɡ ɡʊban
бычок-кнут,bɨt͡ɕɵk knut
бычок-кораблик,bɨt͡ɕɵk kɐrablʲɪk
бычок-песочник,bɨt͡ɕɵk pʲɪsot͡ɕnʲɪk
бычок-травяник,bɨt͡ɕɵk trɐvʲænʲɪk
бычок-цуцик,bɨt͡ɕɵk t͡sut͡sɨk
бьеннале,bʲjenalʲe
бьеф,bʲjef
бьюик,bʲjuɪk
бьюти-кейс,ˌbʲjʉtʲɪ kʲeɪ̯s
бьющий,bʲjʉɕːɪɪ̯
бьющийся,bʲjʉɕːɪɪ̯sʲə
бэк-вокалист,ˌbɛk vəkɐlʲist
бэк-вокалистка,ˌbɛk vəkɐlʲistkə
бэкграунд,bɛɡːraʊnt
бэкслеш,bɛksɫɛʂ
бэкхенд,bɛkxɛnt
бэр,bɛr
бэрчист,bɛrt͡ɕist
бэтээр,bɛtɛɛr
бээмпэшка,bɛɛmpɛʂkə
бювар,bʲʊvar
бюварный,bʲʊvarnɨɪ̯
бюварчик,bʲʊvart͡ɕɪk
бювет,bʲʉvʲet
бюгель,bʲʉɡʲɪlʲ
бюгельный,bʲʉɡʲɪlʲnɨɪ̯
бюджет,bʲʊd͡ʐʐɛt
бюджетирование,bʲʊd͡ʐʐɨtʲirəvənʲɪɪ̯ə
бюджетник,bʲʊd͡ʐʐɛtʲnʲɪk
бюджетно-финансовый,bʲʊd͡ʐʐɛtnə fʲɪnansəvɨɪ̯
бюджетный,bʲʊd͡ʐʐɛtnɨɪ̯
бюджетозамещающий,bʲʊd͡ʐˌʐɛtəzəmʲɪɕːæɪ̯ʊɕːɪɪ̯
бюджетообразующий,bʲʊd͡ʐˌʐɛtɐɐbrɐzujʉɕːɪɪ̯
бюджетополучатель,bʲʊd͡ʐˌʐɛtəpəɫʊt͡ɕætʲɪlʲ
бюкса,bʲuksə
бюллетенить,bʲʉlʲɪtʲenʲɪtʲ
бюллетенщик,bʲʉlʲɪtʲenʲɕːɪk
бюллетенщица,bʲʉlʲɪtʲenʲɕːɪt͡sə
бюллетень,bʲʉlʲɪtʲenʲ
бюльбюль,bʲʉlʲbʲʉlʲ
бюргер,bʲurɡʲɪr
бюргерский,bʲurɡʲɪrskʲɪɪ̯
бюргерство,bʲurɡʲɪrstvə
бюргерша,bʲurɡʲɪrʂə
бюретка,bʲʉrʲetkə
бюро,bʲʊro
бюрократ,bʲʊrɐkrat
бюрократизация,bʲʊrəkrətʲɪzat͡sɨɪ̯ə
бюрократизированный,bʲʊrəkrətʲɪzʲirəvənːɨɪ̯
бюрократизировать,bʲʊrəkrətʲɪzʲirəvətʲ
бюрократизироваться,bʲʊrəkrətʲɪzʲirəvət͡sə
бюрократизм,bʲʊrəkrɐtʲizm
бюрократически,bʲʊrəkrɐtʲit͡ɕɪskʲɪ
бюрократический,bʲʊrəkrɐtʲit͡ɕɪskʲɪɪ̯
бюрократичность,bʲʊrəkrɐtʲit͡ɕnəsʲtʲ
бюрократичный,bʲʊrəkrɐtʲit͡ɕnɨɪ̯
бюрократия,bʲʊrɐkratʲɪɪ̯ə
бюрократка,bʲʊrɐkratkə
бюст,bʲust
бюстгальтер,bʲʊzɡalʲtɛr
бюстик,bʲʉsʲtʲɪk
бюстовый,bʲustəvɨɪ̯
бюстье,bʲʉsʲtʲje
бязевый,bʲæzʲɪvɨɪ̯
бязь,bʲæsʲ
бяка,bʲakə
бякать,bʲakətʲ
бякнуть,bʲaknʊtʲ
бяша,bʲaʂə
бяшка,bʲaʂkə
бёрдо,bʲɵrdə
Влада,vɫadə
Владивосток,vɫədʲɪvɐstok
Владилен,vɫədʲɪlʲen
Владилена,vɫədʲɪlʲenə
Владиленович,vɫədʲɪlʲenəvʲɪt͡ɕ
Владимир,vɫɐdʲimʲɪr
Владимирка,vɫɐdʲimʲɪrkə
Владимирович,vɫɐdʲimʲɪrəvʲɪt͡ɕ
Владислав,vɫədʲɪsɫaf
Владислава,vɫədʲɪsɫavə
Владиславович,vɫədʲɪsɫavəvʲɪt͡ɕ
Владлен,vɫɐdlʲen
Владлена,vɫɐdlʲenə
Владленович,vɫɐdlʲenəvʲɪt͡ɕ
Влас,vɫas
Власов,vɫasəf
Власович,vɫasəvʲɪt͡ɕ
Власта,vɫastə
Власьев,vɫasʲɪ̯ɪf
Временный,vrʲemʲɪnːɨɪ̯
Второзаконие,ftərəzɐkonʲɪɪ̯ə
Вулкан,vʊɫkan
Вульгата,vʊlʲɡatə
Вьентьян,vʲɪ̯ɪnʲtʲjan
Вьетнам,vʲɪ̯ɪtnam
Вюртемберг,vʲʊrtɛm⁽ʲ⁾bʲerk
Вязовой,vʲɪzɐvoɪ̯
Вязьма,vʲæzʲmə
Вязьмитинов,vʲɪzʲmʲɪtʲinəf
Вяхирев,vʲæxʲɪrʲɪf
Вячеслав,vʲɪt͡ɕɪsɫaf
Вячеславович,vʲɪt͡ɕɪsɫavəvʲɪt͡ɕ
вбегать,v⁽ʲ⁾bʲɪɡatʲ
вбежать,v⁽ʲ⁾bʲɪʐatʲ
вбивание,v⁽ʲ⁾bʲɪvanʲɪɪ̯ə
вбивать,v⁽ʲ⁾bʲɪvatʲ
вбиваться,v⁽ʲ⁾bʲɪvat͡sːə
вбирание,v⁽ʲ⁾bʲɪranʲɪɪ̯ə
вбирать,v⁽ʲ⁾bʲɪratʲ
вбираться,v⁽ʲ⁾bʲɪrat͡sːə
вбитый,v⁽ʲ⁾bʲitɨɪ̯
вбить,v⁽ʲ⁾bʲitʲ
вбиться,vbʲit͡sə
вблизи,vblʲɪzʲi
вбок,vbok
вбрасывание,vbrasɨvənʲɪɪ̯ə
вбрасывать,vbrasɨvətʲ
вбрасываться,vbrasɨvət͡sə
вброд,vbrot
вброс,vbros
вбросанный,vbrosənːɨɪ̯
вбросать,vbrɐsatʲ
вбросить,vbrosʲɪtʲ
вброшенный,vbroʂɨnːɨɪ̯
вбрызгивание,vbrɨzɡʲɪvənʲɪɪ̯ə
вбрызгивать,vbrɨzɡʲɪvətʲ
вбуханный,vbuxənːɨɪ̯
вбухать,vbuxətʲ
вбухаться,vbuxət͡sə
вбухивать,vbuxʲɪvətʲ
вбухиваться,vbuxʲɪvət͡sə
вбухнуть,vbuxnʊtʲ
вбухнуться,vbuxnʊt͡sə
вваленный,vːalʲɪnːɨɪ̯
вваливать,vːalʲɪvətʲ
вваливаться,vːalʲɪvət͡sə
ввалившийся,vːɐlʲifʂɨɪ̯sʲə
ввалить,vːɐlʲitʲ
ввалиться,vːɐlʲit͡sːə
вварить,vːɐrʲitʲ
введение,vʲːɪdʲenʲɪɪ̯ə
введший,vʲːet͡ʂʂɨɪ̯
введшийся,vʲːet͡ʂʂɨɪ̯sʲə
введённый,vʲːɪdʲɵnːɨɪ̯
ввезти,vʲːɪsʲtʲi
ввезённый,vʲːɪzʲɵnːɨɪ̯
ввек,vʲːek
ввергать,vʲːɪrɡatʲ
ввергаться,vʲːɪrɡat͡sːə
ввергнувший,vʲːerɡnʊfʂɨɪ̯
ввергнувшийся,vʲːerɡnʊfʂɨɪ̯sʲə
ввергнутый,vʲːerɡnʊtɨɪ̯
ввергнуть,vʲːerɡnʊtʲ
ввергнуться,vʲːerɡnʊt͡sə
ввергший,vʲːerkʂɨɪ̯
ввергшийся,vʲːerkʂɨɪ̯sʲə
вверенный,vʲːerʲɪnːɨɪ̯
ввержение,vʲːɪrʐɛnʲɪɪ̯ə
вверженный,vʲːerʐɨnːɨɪ̯
вверзить,vʲːerzʲɪtʲ
вверзиться,vʲːerzʲɪt͡sə
вверить,vʲːerʲɪtʲ
ввериться,vʲːerʲɪt͡sə
ввернуть,vʲːɪrnutʲ
ввернуться,vʲːɪrnut͡sːə
вверстать,vʲːɪrstatʲ
вверстаться,vʲːɪrstat͡sːə
ввертеть,vʲːɪrtʲetʲ
вверх,vʲːerx
вверх-вниз,ˌvʲːerx vnʲis
вверху,vʲːɪrxu
вверченный,vʲːert͡ɕɪnːɨɪ̯
вверчивать,vʲːert͡ɕɪvətʲ
вверчиваться,vʲːert͡ɕɪvət͡sə
вверять,vʲːɪrʲætʲ
вверяться,vʲːɪrʲat͡sːə
ввести,vʲːɪsʲtʲi
ввестись,vʲːɪsʲtʲisʲ
ввечеру,vʲːɪt͡ɕɪru
ввивание,vʲːɪvanʲɪɪ̯ə
ввивать,vʲːɪvatʲ
ввиваться,vʲːɪvat͡sːə
ввиду,vʲːɪdu
ввинтить,vʲːɪnʲtʲitʲ
ввинтиться,vʲːɪnʲtʲit͡sːə
ввинченный,vʲːinʲt͡ɕɪnːɨɪ̯
ввинчивание,vʲːinʲt͡ɕɪvənʲɪɪ̯ə
ввинчивать,vʲːinʲt͡ɕɪvətʲ
ввинчиваться,vʲːinʲt͡ɕɪvət͡sə
ввитый,vʲːitɨɪ̯
ввить,vʲːitʲ
ввиться,vʲːit͡sːə
ввод,vːot
вводить,vːɐdʲitʲ
вводиться,vːɐdʲit͡sːə
вводное,vːodnɨɪ̯
вводной,vːɐdnoɪ̯
вводный,vːodnɨɪ̯
ввоз,vːos
ввозить,vːɐzʲitʲ
ввозиться,vːɐzʲit͡sːə
ввозка,vːoskə
ввозной,vːɐznoɪ̯
ввозный,vːoznɨɪ̯
вволакивание,vːɐɫakʲɪvənʲɪɪ̯ə
вволакивать,vːɐɫakʲɪvətʲ
вволакиваться,vːɐɫakʲɪvət͡sə
вволокший,vːɐɫokʂɨɪ̯
вволочь,vːɐɫot͡ɕ
вволочённый,vːəɫɐt͡ɕɵnːɨɪ̯
вволю,vːolʲʊ
вволюшку,vːolʲʊʂkʊ
вворачивание,vːɐrat͡ɕɪvənʲɪɪ̯ə
вворачивать,vːɐrat͡ɕɪvətʲ
вворачиваться,vːɐrat͡ɕɪvət͡sə
вворотить,vːərɐtʲitʲ
ввороченный,vːɐrot͡ɕɪnːɨɪ̯
ввосьмеро,vːosʲmʲɪrə
ввосьмером,vːəsʲmʲɪrom
ввысь,vːɨsʲ
ввязанный,vʲːazənːɨɪ̯
ввязать,vʲːɪzatʲ
ввязаться,vʲːɪzat͡sːə
ввязка,vʲːaskə
ввязнувший,vʲːaznʊfʂɨɪ̯
ввязнуть,vʲːaznʊtʲ
ввязший,vʲːaʂːɨɪ̯
ввязывание,vʲːazɨvənʲɪɪ̯ə
ввязывать,vʲːazɨvətʲ
ввязываться,vʲːazɨvət͡sə
ввёзший,vʲːɵʂːɨɪ̯
ввёрнутый,vʲːɵrnʊtɨɪ̯
ввёрстанный,vʲːɵrstənːɨɪ̯
ввёрстывать,vʲːɵrstɨvətʲ
ввёрстываться,vʲːɵrstɨvət͡sə
ввёртка,vʲːɵrtkə
